name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia
Podporozhye	Подпорожье,Podporoschje	relation	1547448	place	town	34.196191191899864	60.91344027868573	18	0.41242982278102125		Подпорожское городское поселение	Koskenala District	Leningrad oblast	Russia	ru	Podporozhye, Подпорожское городское поселение, Koskenala District, Leningrad oblast, Northwestern Federal District	34.105696924187924	60.89059338992958	34.252617018489076	60.93727229252189		ru:Подпорожье
Podporozhye	Подпорожье,Podporoschje	node	312404669	place	town	34.162352554670605	60.91429271823851	18	0.41242982278102125		Подпорожское городское поселение	Koskenala District	Leningrad oblast	Russia	ru	Podporozhye, Podporozhye, Подпорожское городское поселение, Koskenala District, Leningrad oblast, Northwestern Federal District	34.162352554670605	60.91429271823851	34.162352554670605	60.91429271823851		ru:Подпорожье
Nurlat	Нурлат	node	336525410	place	town	50.8019578721308	54.4297350843537	18	0.41242982278102125			Нурлатский район	Tatarstan	Russia	ru	Nurlat, Нурлат, Нурлатский район, Tatarstan, Volga Federal District	50.8019578721308	54.4297350843537	50.8019578721308	54.4297350843537		ru:Нурлат
Chersky	Черский,Tscherski	node	457263234	place	town	161.3300406619501	68.75217743491223	18	0.41228562246415273		Urban-type settlement of Chersky	Nizhnekolymsky Ulus	Sakha Republic	Russia	ru	Chersky, Urban-type settlement of Chersky, Nizhnekolymsky Ulus, Sakha Republic, Far Eastern Federal District	161.3300406619501	68.75217743491223	161.3300406619501	68.75217743491223		ru:Черский (посёлок)
Сальск	Salsk	relation	3531585	place	town	41.53186616353987	46.48555283183312	18	0.4121411117050277			Сальский район	Rostov Oblast	Russia	ru	Сальск, Сальский район, Rostov Oblast, South federal district	41.45133677500039	46.44642803565687	41.60099314159254	46.52419516566264		ru:Сальск
Salsk	Сальск	node	287039558	place	town	41.541007045702884	46.47666918793561	18	0.4121411117050277			Сальский район	Rostov Oblast	Russia	ru	Salsk, Сальск, Сальский район, Rostov Oblast, South federal district	41.541007045702884	46.47666918793561	41.541007045702884	46.47666918793561		ru:Сальск
Валдай	Waldai	relation	3112925	place	town	33.23704296106595	57.98230005447707	18	0.41170570333501105		Валдайское городское поселение	Валдайский район	Novgorod Oblast	Russia	ru	Валдай, Валдайское городское поселение, Валдайский район, Novgorod Oblast, Northwestern Federal District	33.20556903625002	57.958940277065714	33.28151695799104	58.00574029815891		ru:Валдай
Shuche	Щучье	node	1315840274	place	town	62.74777192754223	55.20890808618426	18	0.41170570333501105			Щучанский район	Kurgan Oblast	Russia	ru	Shuche, Щучье, Щучанский район, Kurgan Oblast, Ural Federal District	62.74777192754223	55.20890808618426	62.74777192754223	55.20890808618426		ru:Щучье (Курганская область)
Okulovka	Окуловка,Okulowka	relation	2664096	place	town	33.29103617649923	58.394336183847635	18	0.41170570333501105		Окуловское городское поселение	Окуловский район	Novgorod Oblast	Russia	ru	Okulovka, Окуловское городское поселение, Окуловский район, Novgorod Oblast, Northwestern Federal District	33.24120117719286	58.357544783786345	33.37119334748286	58.431135881993065		ru:Окуловка
Okulovka	Окуловка,Okulowka	node	282462417	place	town	33.30046257373413	58.37383937119375	18	0.41170570333501105		Окуловское городское поселение	Окуловский район	Novgorod Oblast	Russia	ru	Okulovka, Okulovka, Окуловское городское поселение, Окуловский район, Novgorod Oblast, Northwestern Federal District	33.30046257373413	58.37383937119375	33.30046257373413	58.37383937119375		ru:Окуловка
Cherdyn	Tscherdyn,Чердынь	relation	1546369	place	town	56.47948689342364	60.4010241532898	18	0.41155993732401025		Чердынское городское поселение	Чердынский район	Perm Krai	Russia	ru	Cherdyn, Чердынское городское поселение, Чердынский район, Perm Krai, Volga Federal District	56.44823684340474	60.37738236674619	56.5049196312537	60.425077575098314		ru:Чердынь
Cherdyn	Tscherdyn,Чердынь	node	335978540	place	town	56.47527518666186	60.40468063282071	18	0.41155993732401025		Чердынское городское поселение	Чердынский район	Perm Krai	Russia	ru	Cherdyn, Cherdyn, Чердынское городское поселение, Чердынский район, Perm Krai, Volga Federal District	56.47527518666186	60.40468063282071	56.47527518666186	60.40468063282071		ru:Чердынь
Svetlograd	Светлоград,Swetlograd	node	356773582	place	town	42.843471566568496	45.335506598474346	18	0.41141385408531406			Петровский район	Stavropol Krai	Russia	ru	Svetlograd, Svetlograd, Петровский район, Stavropol Krai, North Caucasus federal district	42.843471566568496	45.335506598474346	42.843471566568496	45.335506598474346		ru:Светлоград
Liski	Лиски	way	96456623	place	town	39.527390535437604	50.993062205092265	18	0.41141385408531406			Лискинский район	Voronezh Oblast	Russia	ru	Liski, Лискинский район, Voronezh Oblast, Central Federal District	39.44996469236989	50.959079580784454	39.61939447146255	51.0286659732929		ru:Лиски
Liski	Лиски	node	336140851	place	town	39.49693872177295	50.98207893635934	18	0.41141385408531406			Лискинский район	Voronezh Oblast	Russia	ru	Liski, Liski, Лискинский район, Voronezh Oblast, Central Federal District	39.49693872177295	50.98207893635934	39.49693872177295	50.98207893635934		ru:Лиски
Dobryanka	Dobrjanka,Добрянка,Dobrianka,多布良卡	relation	5765661	place	town	56.41925744071942	58.46528098949392	18	0.41112073038070346		Добрянское городское поселение	Dobryansky District	Perm Krai	Russia	ru	Dobryanka, Добрянское городское поселение, Dobryansky District, Perm Krai, Volga Federal District	56.31739717888487	58.43122137740541	56.471605421814424	58.51036129551297		ru:Добрянка
Dobryanka	Dobrjanka,Добрянка,Dobrianka,多布良卡	node	283581865	place	town	56.424544639713496	58.45345705778222	18	0.41112073038070346		Добрянское городское поселение	Dobryansky District	Perm Krai	Russia	ru	Dobryanka, Dobryanka, Добрянское городское поселение, Dobryansky District, Perm Krai, Volga Federal District	56.424544639713496	58.45345705778222	56.424544639713496	58.45345705778222		ru:Добрянка
Gornyak	Горняк,Gornjak	node	1515028708	place	town	81.47520388118289	50.99396657053516	18	0.41097368711995824			Локтевский район	Altai Krai	Russia	ru	Gornyak, Горняк, Локтевский район, Altai Krai, Siberian Federal District	81.47520388118289	50.99396657053516	81.47520388118289	50.99396657053516		ru:Горняк (Алтайский край)
Почеп		node	1592488757	place	town	33.454536287117755	52.928779636445405	18	0.41082632104169653			Почепский район	Bryansk Oblast	Russia	ru	Почеп, Почеп, Почепский район, Bryansk Oblast, Central Federal District	33.454536287117755	52.928779636445405	33.454536287117755	52.928779636445405		ru:Почеп
Mtsensk	Мценск,Mzensk	node	336306590	place	town	36.57607663869274	53.278984519671255	18	0.41082632104169653			городской округ Мценск	Oryol Oblast	Russia	ru	Mtsensk, Mtsensk, городской округ Мценск, Oryol Oblast, Central Federal District	36.57607663869274	53.278984519671255	36.57607663869274	53.278984519671255		ru:Мценск
Полесск	Labiau	relation	1753710	place	town	21.099683734687304	54.8626638617555	18	0.4106786307253775		Полесское городское поселение	Полесский район	Kaliningrad	Russia	ru	Полесск, Полесское городское поселение, Полесский район, Kaliningrad, Northwestern Federal District	21.078851298310752	54.83781642225941	21.151396335001376	54.887382890495026		ru:Полесск
Andreapol	Андреаполь	node	356482849	place	town	32.26532049821981	56.64680044154791	18	0.4102336000012113			Андреапольский район	Tver Oblast	Russia	ru	Andreapol, Andreapol, Андреапольский район, Tver Oblast, Central Federal District	32.26532049821981	56.64680044154791	32.26532049821981	56.64680044154791		ru:Андреаполь
Valuyki	Waluiki,Валуйки	node	304721209	place	town	38.10022657288178	50.211297644528976	18	0.40978559908338247			Валуйский район	Belgorod Oblast	Russia	ru	Valuyki, Valuyki, Валуйский район, Belgorod Oblast, Central Federal District	38.10022657288178	50.211297644528976	38.10022657288178	50.211297644528976		ru:Валуйки
Dyatkovo	Djatkowo,Дятьково	node	336306431	place	town	34.3380999418232	53.600999972877126	18	0.40978559908338247			Дятьковский район	Bryansk Oblast	Russia	ru	Dyatkovo, Dyatkovo, Дятьковский район, Bryansk Oblast, Central Federal District	34.3380999418232	53.600999972877126	34.3380999418232	53.600999972877126		ru:Дятьково
Ostrogozhsk	Ostrogoschsk,Ostrogojsk,Острогожск	node	336140811	place	town	39.07724425702034	50.86490412094521	18	0.40963559852557074		городское поселение Острогожск	Острогожский район	Voronezh Oblast	Russia	ru	Ostrogozhsk, Ostrogozhsk, городское поселение Острогожск, Острогожский район, Voronezh Oblast, Central Federal District	39.07724425702034	50.86490412094521	39.07724425702034	50.86490412094521		ru:Острогожск
Sergach	Сергач,Sergatsch	node	336524356	place	town	45.475430485834636	55.529615962495086	18	0.40948526201998053		городское поселение Сергач	Сергачский район	Nizhny Novgorod Oblast	Russia	ru	Sergach, Sergach, городское поселение Сергач, Сергачский район, Nizhny Novgorod Oblast, Volga Federal District	45.475430485834636	55.529615962495086	45.475430485834636	55.529615962495086		ru:Сергач
Temnikov	Темников,Temnikow	node	336521806	place	town	43.21098214618152	54.6314978873001	18	0.4091835751225459			Temnikovsky District	Republic of Mordovia	Russia	ru	Temnikov, Temnikov, Temnikovsky District, Republic of Mordovia, Volga Federal District	43.21098214618152	54.6314978873001	43.21098214618152	54.6314978873001		ru:Темников
Skopin	Скопин	node	334723403	place	town	39.549273397350646	53.82352525289855	18	0.40903222168370285				Ryazan Oblast	Russia	ru	Skopin, Скопин, Ryazan Oblast, Central Federal District	39.549273397350646	53.82352525289855	39.549273397350646	53.82352525289855		ru:Скопин
Неман	Neman	node	60238408	place	town	22.029357777082765	55.03596553529064	18	0.4085761029070343		Неманское городское поселение	Неманский район	Kaliningrad	Russia	ru	Неман, Неман, Неманское городское поселение, Неманский район, Kaliningrad, Northwestern Federal District	22.029357777082765	55.03596553529064	22.029357777082765	55.03596553529064		ru:Неман (город)
Пикалёво		relation	1549234	place	town	34.164426690138185	59.521477316132675	18	0.40827029271209614			Бокситогорский район	Leningrad oblast	Russia	ru	Пикалёво, Бокситогорский район, Leningrad oblast, Northwestern Federal District	34.04979247986768	59.4768901174773	34.25028894488264	59.56538273078396		ru:Пикалёво
Pikalyovo	Пикалёво,Pikaljowo	node	244064712	place	town	34.1773572509986	59.51297865304796	18	0.40827029271209614			Бокситогорский район	Leningrad oblast	Russia	ru	Pikalyovo, Пикалёво, Бокситогорский район, Leningrad oblast, Northwestern Federal District	34.1773572509986	59.51297865304796	34.1773572509986	59.51297865304796		ru:Пикалёво
Kholmogory	Cholmogory,Холмогоры,Jolgomory	node	1028724218	place	town	41.65124348930806	64.22700072805344	18	0.40811686356715376		Холмогорское сельское поселение	Холмогорский район	Arkhangelsk Oblast	Russia	ru	Kholmogory, Holmogory, Холмогорское сельское поселение, Холмогорский район, Arkhangelsk Oblast, Northwestern Federal District	41.65124348930806	64.22700072805344	41.65124348930806	64.22700072805344		ru:Холмогоры
Semikarakorsk	Семикаракорск,謝米卡拉科爾斯克	node	356773092	place	town	40.809918591626825	47.51595091778926	18	0.40796308292329037		Семикаракорское городское поселение	Семикаракорский район	Rostov Oblast	Russia	ru	Semikarakorsk, Semikarakorsk, Семикаракорское городское поселение, Семикаракорский район, Rostov Oblast, South federal district	40.809918591626825	47.51595091778926	40.809918591626825	47.51595091778926		ru:Семикаракорск
Semikarakorsk	Семикаракорск	relation	2555190	place	town	40.8213457618628	47.524393505941774	18	0.40796308292329037		Семикаракорское городское поселение	Семикаракорский район	Rostov Oblast	Russia	ru	Semikarakorsk, Семикаракорское городское поселение, Семикаракорский район, Rostov Oblast, South federal district	40.7243061678887	47.50018807831921	40.88109871920469	47.54843364243373		ru:Семикаракорск
Петушки	Petuschki	relation	2060245	place	town	39.450830959452986	55.92980179906843	18	0.4078089491662724			Петушинский район	Vladimir Oblast	Russia	ru	Петушки, Петушинский район, Vladimir Oblast, Central Federal District	39.40948043531793	55.90975019120162	39.505783054544565	55.94987184712227		ru:Петушки (город)
Petushki	佩圖什基,Петушки,Petuschki,Petouchki,Petushkí	node	256361853	place	town	39.459948880154066	55.931031256625936	18	0.4078089491662724			Петушинский район	Vladimir Oblast	Russia	ru	Petushki, Петушки, Петушинский район, Vladimir Oblast, Central Federal District	39.459948880154066	55.931031256625936	39.459948880154066	55.931031256625936		ru:Петушки (город)
Opochka	Опочка,Opotschka	node	27081144	place	town	28.656818645810862	56.71167042095963	18	0.40765446067072064		городское поселение Опочка	Опочецкий район	Pskov Oblast	Russia	ru	Opochka, городское поселение Опочка, Опочецкий район, Pskov Oblast, Northwestern Federal District	28.656818645810862	56.71167042095963	28.656818645810862	56.71167042095963		ru:Опочка
Chegdomyn	Чегдомын	node	1332198301	place	town	133.03554809577577	51.13448674648722	18	0.40765446067072064		городское поселение Чегдомын	Verkhnebureinsky District	Khabarovsk Krai	Russia	ru	Chegdomyn, Chegdomyn, городское поселение Чегдомын, Verkhnebureinsky District, Khabarovsk Krai, Far Eastern Federal District	133.03554809577577	51.13448674648722	133.03554809577577	51.13448674648722		ru:Чегдомын
Udomlya	Udomlja,Удомля	node	356482620	place	town	35.004199980195665	57.8779999261565	18	0.40749961580000754			Удомельский район	Tver Oblast	Russia	ru	Udomlya, Udomlya, Удомельский район, Tver Oblast, Central Federal District	35.004199980195665	57.8779999261565	35.004199980195665	57.8779999261565		ru:Удомля
Balashov	Балашов,Balaschow	node	336140569	place	town	43.171762047766215	51.53708397278459	18	0.40718885032972074			Balashovsky District	Saratov Oblast	Russia	ru	Balashov, Balashov, Balashovsky District, Saratov Oblast, Volga Federal District	43.171762047766215	51.53708397278459	43.171762047766215	51.53708397278459		ru:Балашов_(город)
Tarusa	Таруса,塔魯薩,Taroussa,Tarussa	node	271283522	place	town	37.18155372417247	54.72935358936575	18	0.4070329263997082			Тарусский район	Kaluga Oblast	Russia	ru	Tarusa, Tarusa, Тарусский район, Kaluga Oblast, Central Federal District	37.18155372417247	54.72935358936575	37.18155372417247	54.72935358936575		ru:Таруса
Gubakha	Gubacha,Губаха	way	47049831	place	town	57.5847376602249	58.85675840585563	18	0.4070329263997082			городской округ Губаха	Perm Krai	Russia	ru	Gubakha, городской округ Губаха, Perm Krai, Volga Federal District	57.52946647824248	58.82408143060513	57.62458909314034	58.88682919595238		ru:Губаха
Gubakha	Gubacha,Goubakha,Gubaja,古巴哈,Губаха	node	270875270	place	town	57.55505785355479	58.842405779685016	18	0.4070329263997082			городской округ Губаха	Perm Krai	Russia	ru	Gubakha, Gubakha, городской округ Губаха, Perm Krai, Volga Federal District	57.55505785355479	58.842405779685016	57.55505785355479	58.842405779685016		ru:Губаха
Инта		way	428714022	place	town	60.21156847874636	66.01818703323846	18	0.4068766394334424			Inta Urban Okrug	Komi Republic	Russia	ru	Инта, Inta Urban Okrug, Komi Republic, Northwestern Federal District	60.0366518839535	65.96922179891747	60.252859388276896	66.06731085316747		ru:Инта
Yaransk	Яранск,Jaransk	node	264358670	place	town	47.87730549243554	57.30125114325173	18	0.4068766394334424			Яранский район	Kirov Oblast	Russia	ru	Yaransk, Yaransk, Яранский район, Kirov Oblast, Volga Federal District	47.87730549243554	57.30125114325173	47.87730549243554	57.30125114325173		ru:Яранск
Inta	Инта	node	335978609	place	town	60.131580373973854	66.03975149080907	18	0.4068766394334424			Inta Urban Okrug	Komi Republic	Russia	ru	Inta, Инта, Inta Urban Okrug, Komi Republic, Northwestern Federal District	60.131580373973854	66.03975149080907	60.131580373973854	66.03975149080907		ru:Инта
Aleksin	Алексин,Alexin,Aleksine	node	336306293	place	town	37.066721231600155	54.50281027642005	18	0.4068766394334424			городской округ Алексин	Tula Oblast	Russia	ru	Aleksin, Aleksin, городской округ Алексин, Tula Oblast, Central Federal District	37.066721231600155	54.50281027642005	37.066721231600155	54.50281027642005		ru:Алексин (город)
Ochansk	Оханск	relation	3498087	place	town	55.39457578089328	57.71593783995336	18	0.40671998773646967		Оханское городское поселение	Оханский район	Perm Krai	Russia	ru	Ochansk, Оханское городское поселение, Оханский район, Perm Krai, Volga Federal District	55.35946282515854	57.70220015210906	55.42162762914009	57.72958148284402		ru:Оханск
Ochansk	Оханск	node	524697467	place	town	55.386050976396234	57.721757730602846	18	0.40671998773646967		Оханское городское поселение	Оханский район	Perm Krai	Russia	ru	Ochansk, Ochansk, Оханское городское поселение, Оханский район, Perm Krai, Volga Federal District	55.386050976396234	57.721757730602846	55.386050976396234	57.721757730602846		ru:Оханск
Khvalynsk	Chwalynsk,Хвалынск	node	344967838	place	town	48.1058874518711	52.49549995066723	18	0.40671998773646967		городское поселение Хвалынск	Khvalynsky District	Saratov Oblast	Russia	ru	Khvalynsk, Khvalynsk, городское поселение Хвалынск, Khvalynsky District, Saratov Oblast, Volga Federal District	48.1058874518711	52.49549995066723	48.1058874518711	52.49549995066723		ru:Хвалынск
Zelenokumsk	Selenokumsk,Зеленокумск	node	806869016	place	town	43.88416179143144	44.403175019448625	18	0.40656296960244503			Sovetsky District	Stavropol Krai	Russia	ru	Zelenokumsk, Zelenokumsk, Sovetsky District, Stavropol Krai, North Caucasus federal district	43.88416179143144	44.403175019448625	43.88416179143144	44.403175019448625		ru:Зеленокумск
Ладушкин	Laduschkin	node	255910496	place	town	20.173440883535793	54.57126653692361	18	0.4062478271377359				Kaliningrad	Russia	ru	Ладушкин, Ладушкин, Kaliningrad, Northwestern Federal District	20.173440883535793	54.57126653692361	20.173440883535793	54.57126653692361		ru:Ладушкин
Volzhsk	Волжск	node	336523790	place	town	48.361859794497065	55.86365785419334	18	0.4062478271377359				Mari El	Russia	ru	Volzhsk, Volzhsk, Mari El, Volga Federal District	48.361859794497065	55.86365785419334	48.361859794497065	55.86365785419334		ru:Волжск
Rylsk	Рыльск	node	336140540	place	town	34.68350702367252	51.570539333473285	18	0.4057723218079482			Рыльский район	Kursk Oblast	Russia	ru	Rylsk, Rylsk, Рыльский район, Kursk Oblast, Central Federal District	34.68350702367252	51.570539333473285	34.68350702367252	51.570539333473285		ru:Рыльск
Pudozh	Пудож,Pudosch	node	347359894	place	town	36.53604642933572	61.808435172939205	18	0.4057723218079482		Пудожское городское поселение	Пудожский район	Republic of Karelia	Russia	ru	Pudozh, Pudozh, Пудожское городское поселение, Пудожский район, Republic of Karelia, Northwestern Federal District	36.53604642933572	61.808435172939205	36.53604642933572	61.808435172939205		ru:Пудож
Сычёвка	Sytschowka	relation	4542265	place	town	34.27330695215768	55.833386778520264	18	0.40561306853826107			Сычёвский район	Smolensk Oblast	Russia	ru	Сычёвка, Сычёвский район, Smolensk Oblast, Central Federal District	34.24995056745152	55.81254785848835	34.314102385399366	55.85297897427418		ru:Сычёвка
Клинцы	Klinzy	node	539409927	place	town	32.24009633408557	52.75851216994962	18	0.40561306853826107			городской округ Клинцы	Bryansk Oblast	Russia	ru	Клинцы, Клинцы, городской округ Клинцы, Bryansk Oblast, Central Federal District	32.24009633408557	52.75851216994962	32.24009633408557	52.75851216994962		ru:Клинцы
Novomoskovsk	Новомосковск,Nowomoskowsk,新莫斯科斯克	node	336306378	place	city	38.2909422789026	54.01101359092145	16	0.40561306853826107		Novomoskovsk	городской округ Новомосковск	Tula Oblast	Russia	ru	Novomoskovsk, Novomoskovsk, городской округ Новомосковск, Tula Oblast, Central Federal District	38.2909422789026	54.01101359092145	38.2909422789026	54.01101359092145		ru:Новомосковск (Тульская область)
Vichuga	Вичуга	relation	3442990	place	town	41.91327818036792	57.20439888072452	18	0.405293424021447				Ivanovo Oblast	Russia	ru	Vichuga, Ivanovo Oblast, Central Federal District	41.85078634519897	57.171328542758076	41.97599144294849	57.237778930013214		ru:Вичуга
Krasnovishersk	Красновишерск,Krasnovichersk,Krasnovíshersk,克拉斯諾維舍爾斯克,Krasnowischersk	node	285734826	place	town	57.076704483461015	60.40178367944586	18	0.405293424021447		Красновишерское городское поселение	Красновишерский район	Perm Krai	Russia	ru	Krasnovishersk, Krasnovishersk, Красновишерское городское поселение, Красновишерский район, Perm Krai, Volga Federal District	57.076704483461015	60.40178367944586	57.076704483461015	60.40178367944586		ru:Красновишерск
Krasnovishersk	Krasnowischersk,Красновишерск	relation	2470649	place	town	57.08203189872937	60.405461490920345	18	0.405293424021447		Красновишерское городское поселение	Красновишерский район	Perm Krai	Russia	ru	Krasnovishersk, Красновишерское городское поселение, Красновишерский район, Perm Krai, Volga Federal District	57.01674789187056	60.3721950583292	57.12828126735375	60.43844201679428		ru:Красновишерск
Omutninsk	Омутнинск	node	256827452	place	town	52.17624993877541	58.668303927763446	18	0.4049722500992094			Омутнинский район	Kirov Oblast	Russia	ru	Omutninsk, Omutninsk, Омутнинский район, Kirov Oblast, Volga Federal District	52.17624993877541	58.668303927763446	52.17624993877541	58.668303927763446		ru:Омутнинск
Zavolzhsk	Заволжск,Sawolschsk	node	356482634	place	town	42.1396399719653	57.490993375037974	18	0.4048110850237385		Заволжское городское поселение	Заволжский район	Ivanovo Oblast	Russia	ru	Zavolzhsk, Zavolzhsk, Заволжское городское поселение, Заволжский район, Ivanovo Oblast, Central Federal District	42.1396399719653	57.490993375037974	42.1396399719653	57.490993375037974		ru:Заволжск
Tsimlyansk	Цимлянск,Zimljansk	way	61789262	place	town	42.09295770590015	47.63896201047362	18	0.4046495320656422			Цимлянский район	Rostov Oblast	Russia	ru	Tsimlyansk, Цимлянский район, Rostov Oblast, South federal district	42.043341962785426	47.612798528360244	42.12195708993531	47.666182031482016		ru:Цимлянск
Tsimlyansk	Цимлянск,Zimljansk	node	1403886680	place	town	42.0982340408404	47.650586494799335	18	0.4046495320656422			Цимлянский район	Rostov Oblast	Russia	ru	Tsimlyansk, Tsimlyansk, Цимлянский район, Rostov Oblast, South federal district	42.0982340408404	47.650586494799335	42.0982340408404	47.650586494799335		ru:Цимлянск
Kedrovy	Кедровый,Kedrowy	node	210526082	place	town	79.57080103053842	57.56191995004485	18	0.4046495320656422			городской округ Кедровый	Tomsk Oblast	Russia	ru	Kedrovy, Кедровый, городской округ Кедровый, Tomsk Oblast, Siberian Federal District	79.57080103053842	57.56191995004485	79.57080103053842	57.56191995004485		ru:Кедровый (Томская область)
Юхнов	Juchnow	node	89982639	place	town	35.226254197258726	54.741461919052135	18	0.404487589353349			Юхновский район	Kaluga Oblast	Russia	ru	Юхнов, Юхнов, Юхновский район, Kaluga Oblast, Central Federal District	35.226254197258726	54.741461919052135	35.226254197258726	54.741461919052135		ru:Юхнов
Sasovo	薩索沃,Sassowo,Сасово,Sassovo	node	300156975	place	town	41.92664357474766	54.35391942904474	18	0.404487589353349				Ryazan Oblast	Russia	ru	Sasovo, Сасово, Ryazan Oblast, Central Federal District	41.92664357474766	54.35391942904474	41.92664357474766	54.35391942904474		ru:Сасово
Gagarin	Гагарин	relation	4481321	place	town	34.9905130951052	55.55338649507146	18	0.404487589353349			Гагаринский район	Smolensk Oblast	Russia	ru	Gagarin, Гагаринский район, Smolensk Oblast, Central Federal District	34.94634925795853	55.530519783114286	35.02995237186792	55.574646982923504		ru:Гагарин (Смоленская область)
Laishevo	Лаишево,Laischewo	node	336524182	place	town	49.546837525512416	55.40433576289311	18	0.40416252711186146		городское поселение Лаишево	Лаишевский район	Tatarstan	Russia	ru	Laishevo, Laishevo, городское поселение Лаишево, Лаишевский район, Tatarstan, Volga Federal District	49.546837525512416	55.40433576289311	49.546837525512416	55.40433576289311		ru:Лаишево
Yuzhno-Sukhokumsk	Juschno-Suchokumsk,Южно-Сухокумск,Ioujno-Soukhokoumsk	node	287687179	place	town	45.645137119189116	44.66223274063276	18	0.40367196301601105			городской округ Южно-Сухокумск	Dagestan	Russia	ru	Yuzhno-Sukhokumsk, Южно-Сухокумск, городской округ Южно-Сухокумск, Dagestan, North Caucasus federal district	45.645137119189116	44.66223274063276	45.645137119189116	44.66223274063276		ru:Южно-Сухокумск
Urzhum	Urschum,Уржум	node	296113691	place	town	50.00030661764561	57.11011173202548	18	0.4033429171527656			Уржумский район	Kirov Oblast	Russia	ru	Urzhum, Уржум, Уржумский район, Kirov Oblast, Volga Federal District	50.00030661764561	57.11011173202548	50.00030661764561	57.11011173202548		ru:Уржум
Ipatovo	Ипатово,Ipatowo	node	356773478	place	town	42.916287087274554	45.71972222729315	18	0.4031777873728403		городское поселение Ипатово	Ипатовский район	Stavropol Krai	Russia	ru	Ipatovo, Ipatovo, городское поселение Ипатово, Ипатовский район, Stavropol Krai, North Caucasus federal district	42.916287087274554	45.71972222729315	42.916287087274554	45.71972222729315		ru:Ипатово
Спасск-Рязанский	Spassk-Rjasanski	node	2721095815	place	town	40.38053892157626	54.40788002620004	18	0.4030122503673981			Спасский район	Ryazan Oblast	Russia	ru	Спасск-Рязанский, Spassk-Ryazansky, Спасский район, Ryazan Oblast, Central Federal District	40.38053892157626	54.40788002620004	40.38053892157626	54.40788002620004		ru:Спасск-Рязанский
Spassk-Ryazansky	Спасск-Рязанский,Spassk-Rjasanski	way	50058798	place	town	40.38070501974137	54.413967467198816	18	0.4030122503673981			Спасский район	Ryazan Oblast	Russia	ru	Spassk-Ryazansky, Спасский район, Ryazan Oblast, Central Federal District	40.353316847001565	54.39836849393585	40.406016889738595	54.42898624512418		ru:Спасск-Рязанский
Vesyegonsk	Wessjegonsk,Весьегонск	node	356482533	place	town	37.26759999521886	58.66599999403814	18	0.40284630412295996			Весьегонский район	Tver Oblast	Russia	ru	Vesyegonsk, Vesyegonsk, Весьегонский район, Tver Oblast, Central Federal District	37.26759999521886	58.66599999403814	37.26759999521886	58.66599999403814		ru:Весьегонск
Vyatskiye Polyany	Вятские Поляны,Wjatskije Poljany	node	308800172	place	town	51.06726564323532	56.224041469175994	18	0.4025131757881802				Kirov Oblast	Russia	ru	Vyatskiye Polyany, Vyatskiye Polyany, Kirov Oblast, Volga Federal District	51.06726564323532	56.224041469175994	51.06726564323532	56.224041469175994		ru:Вятские Поляны
Кольчугино	Koltschugino	relation	2548534	place	town	39.367347640273245	56.299347798138584	18	0.4023459895954329			Кольчугинский район	Vladimir Oblast	Russia	ru	Кольчугино, Кольчугинский район, Vladimir Oblast, Central Federal District	39.32261122901795	56.273139053748096	39.4170968192746	56.32786709795795		ru:Кольчугино
Кольчугино	Koltschugino	node	93390174	place	town	39.375993055759125	56.293978392875175	18	0.4023459895954329			Кольчугинский район	Vladimir Oblast	Russia	ru	Кольчугино, Кольчугино, Кольчугинский район, Vladimir Oblast, Central Federal District	39.375993055759125	56.293978392875175	39.375993055759125	56.293978392875175		ru:Кольчугино
Ostrov	Остров,Ostrow	node	246830274	place	town	28.357815875405944	57.344629839107576	18	0.4023459895954329			Островский район	Pskov Oblast	Russia	ru	Ostrov, Остров, Островский район, Pskov Oblast, Northwestern Federal District	28.357815875405944	57.344629839107576	28.357815875405944	57.344629839107576		ru:Остров (город)
Novoaleksandrovsk	Nowoalexandrowsk,Новоалександровск	way	128650705	place	town	41.21667038804197	45.494472744921296	18	0.4023459895954329			Новоалександровский район	Stavropol Krai	Russia	ru	Novoaleksandrovsk, Новоалександровский район, Stavropol Krai, North Caucasus federal district	41.174893561710824	45.47401419565539	41.26176159454437	45.514942861213584		ru:Новоалександровск
Novoaleksandrovsk	Nowoalexandrowsk,Новоалександровск	node	356773322	place	town	41.21979784776327	45.49530221805937	18	0.4023459895954329			Новоалександровский район	Stavropol Krai	Russia	ru	Novoaleksandrovsk, Novoaleksandrovsk, Новоалександровский район, Stavropol Krai, North Caucasus federal district	41.21979784776327	45.49530221805937	41.21979784776327	45.49530221805937		ru:Новоалександровск
Kizel	Кизел,Kisel	relation	1765462	place	town	57.64983635415727	59.047501227333235	18	0.4023459895954329		Кизеловское городское поселение	Кизеловский район	Perm Krai	Russia	ru	Kizel, Кизеловское городское поселение, Кизеловский район, Perm Krai, Volga Federal District	57.58579429249204	58.99271618618178	57.71467552533542	59.07517885834538		ru:Кизел
